21002,Theo,Aurora,M,10,WACRWL,10RAI,ath7073@stacmail.net,Waka Ama,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10MUS81BM, 10MED82A, 10ART82MS, WaWhanau"
22054,Benjamin,Emma,F,9,TRDNML,9IMU,ath7073@stacmail.net,Tau Rapa,"9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9IMUWW, 9FLT, WaWhanau, 9DVC81A, 9MAO81B, 9ICT81C, 9ART81D, 9FDT82A, 9DRA82B, 9MUS82C, 9CMT82D"
21031,Nikau,Madison,F,10,TRHTMC,10TEA,ath7073@stacmail.net,Tau Rapa,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10FDT81, 10DVC82A, 10ART82LY, WaWhanau"
22047,Isaac,Billie,F,9,WALUWZ,9AWA,ath7073@stacmail.net,Tau Ihu,"9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9AWAWW, 9FLT, WaWhanau, 9MAO81A, 9ICT81B, 9ART81C, 9DVC81D, 9DRA82A, 9MUS82B, 9CMT82C, 9FDT82D"
22080,Joseph,Mackenzie,M,9,TISCLY,9NUI,ath7073@stacmail.net,Tau Ihu,"9NUIWW, 9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9NUIWW, FLT, WaWhanau, 9ICT81A, 9ART81B, 9DVC81C, 9MAO81D, 9MUS82A, 9CMT82B, 9FDT82C, 9DRA82D"
21273,Joshua,Alice,M,10,WKJBSN,10OKO,ath7073@stacmail.net,Waka Katea,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10FDT81, 10CMT81, 10MAO82A, 10MAO82B, WaWhanau"
21271,Blake,Thea,F,12,WKMSDOOV,,ath7073@stacmail.net,Waka Katea,"SNRMAO, HOS201, PED201, SNROED, SNRENG, HED201, WaWhanau"
22098,Daniel,Daisy,M,11,WKADSP,,ath7073@stacmail.net,Waka Katea,"GEO101, WOH101, HED101, MAT103, SCI102B, ENG103, WaWhanau"
16085,Samuel,Indie,M,13,WACRWL,0SLC2022,ath7073@stacmail.net,SLC,"SNRNUM, HOS301, SLCART, SLCWZ, SLCFDT, SLCICT82A, SLCDVC82B, SLCEnglish, SLCSCI, 9FORM, SLCMUSIC, SLCART, SLCPV, SLCPED, SLCDRAMA, SLCDVC82B, SNRNUM, EMP201, HOS301, WaWhanau"
22075,Grayson,Abigail,F,9,WKADSP,9UTA,ath7073@stacmail.net,Waka Katea,"9UTAWW, 9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9UTAWW, 9FLT, WaWhanau, 9ART81A, 9DVC81B, 9MAO81C, 9ICT81D, 9CMT82A, 9FDT82B, 9DRA82C, 9MUS82D"
18011,Caleb,Maeve,M,13,TICKGH,,ath7073@stacmail.net,Tau Ihu,"WOH301, STUDYL2MD, STA301, SNRPRF, GEO301, ENG301, WaWhanau"
21040,Jasper,Penelope,F,10,TIBKMA,10TEA,ath7073@stacmail.net,Tau Ihu,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10MUS81BM, 10DVC82A, 10ART82MS, WaWhanau"
20030,Luka,Quinn,M,11,WKMSDOOV,,ath7073@stacmail.net,Waka Katea,"OED101, PED101, PRF101, ENG102A, MAT101B, SCI101B, WaWhanau"
20054,Braxton,Emilia,F,11,TRDNML,,ath7073@stacmail.net,Tau Rapa,"OED101, PED101, PRF101, MAT103, SCI102B, ENG102B, WaWhanau"
22112,Edward,Scarlett,,10,WATLSI,10TEA,ath7073@stacmail.net,Waka Ama,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10ART82, WaWhanau"
20140,Jacob,Violet,F,12,TICKGH,,ath7073@stacmail.net,Tau Ihu,"STA201, SNRPHO, ART201, BIO201, ENG201, MUS201, WaWhanau"
21002,Harry,Addison,M,10,WACRWL,10RAI,ath7073@stacmail.net,Waka Ama,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10MUS81BM, 10MED82A, 10ART82MS, WaWhanau"
22054,Harvey,Sofia,F,9,TRDNML,9IMU,ath7073@stacmail.net,Tau Rapa,"9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9IMUWW, 9FLT, WaWhanau, 9DVC81A, 9MAO81B, 9ICT81C, 9ART81D, 9FDT82A, 9DRA82B, 9MUS82C, 9CMT82D"
21031,River,Eva,F,10,TRHTMC,10TEA,ath7073@stacmail.net,Tau Rapa,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10FDT81, 10DVC82A, 10ART82LY, WaWhanau"
22047,Riley,Elsie,F,9,WALUWZ,9AWA,ath7073@stacmail.net,Tau Ihu,"9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9AWAWW, 9FLT, WaWhanau, 9MAO81A, 9ICT81B, 9ART81C, 9DVC81D, 9DRA82A, 9MUS82B, 9CMT82C, 9FDT82D"
22080,Roman,Harriet,M,9,TISCLY,9NUI,ath7073@stacmail.net,Tau Ihu,"9NUIWW, 9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9NUIWW, FLT, WaWhanau, 9ICT81A, 9ART81B, 9DVC81C, 9MAO81D, 9MUS82A, 9CMT82B, 9FDT82C, 9DRA82D"
21273,Sebastian,Amaia,M,10,WKJBSN,10OKO,ath7073@stacmail.net,Waka Katea,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10FDT81, 10CMT81, 10MAO82A, 10MAO82B, WaWhanau"
21271,Bodhi,Bella,F,12,WKMSDOOV,,ath7073@stacmail.net,Waka Katea,"SNRMAO, HOS201, PED201, SNROED, SNRENG, HED201, WaWhanau"
22098,Luke,Maddison,M,11,WKADSP,,ath7073@stacmail.net,Waka Katea,"GEO101, WOH101, HED101, MAT103, SCI102B, ENG103, WaWhanau"
16085,Nico,Sadie,M,13,WACRWL,0SLC2022,ath7073@stacmail.net,SLC,"SNRNUM, HOS301, SLCART, SLCWZ, SLCFDT, SLCICT82A, SLCDVC82B, SLCEnglish, SLCSCI, 9FORM, SLCMUSIC, SLCART, SLCPV, SLCPED, SLCDRAMA, SLCDVC82B, SNRNUM, EMP201, HOS301, WaWhanau"
22075,Louie,Stella,F,9,WKADSP,9UTA,ath7073@stacmail.net,Waka Katea,"9UTAWW, 9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9UTAWW, 9FLT, WaWhanau, 9ART81A, 9DVC81B, 9MAO81C, 9ICT81D, 9CMT82A, 9FDT82B, 9DRA82C, 9MUS82D"
18011,Quinn,Elizabeth,M,13,TICKGH,,ath7073@stacmail.net,Tau Ihu,"WOH301, STUDYL2MD, STA301, SNRPRF, GEO301, ENG301, WaWhanau"
21040,Logan,Eleanor,F,10,TIBKMA,10TEA,ath7073@stacmail.net,Tau Ihu,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10MUS81BM, 10DVC82A, 10ART82MS, WaWhanau"
20030,Ryan,Eden,M,11,WKMSDOOV,,ath7073@stacmail.net,Waka Katea,"OED101, PED101, PRF101, ENG102A, MAT101B, SCI101B, WaWhanau"
20054,Oakley,Margot,F,11,TRDNML,,ath7073@stacmail.net,Tau Rapa,"OED101, PED101, PRF101, MAT103, SCI102B, ENG102B, WaWhanau"
22112,Charles,Piper,,10,WATLSI,10TEA,ath7073@stacmail.net,Waka Ama,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10ART82, WaWhanau"
20140,Jordan,Harlow,F,12,TICKGH,,ath7073@stacmail.net,Tau Ihu,"STA201, SNRPHO, ART201, BIO201, ENG201, MUS201, WaWhanau"
21002,Ari,Zara,M,10,WACRWL,10RAI,ath7073@stacmail.net,Waka Ama,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10MUS81BM, 10MED82A, 10ART82MS, WaWhanau"
22054,Connor,Hannah,F,9,TRDNML,9IMU,ath7073@stacmail.net,Tau Rapa,"9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9IMUWW, 9FLT, WaWhanau, 9DVC81A, 9MAO81B, 9ICT81C, 9ART81D, 9FDT82A, 9DRA82B, 9MUS82C, 9CMT82D"
21031,Nathan,Amber,F,10,TRHTMC,10TEA,ath7073@stacmail.net,Tau Rapa,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10FDT81, 10DVC82A, 10ART82LY, WaWhanau"
22047,Aiden,Eliza,F,9,WALUWZ,9AWA,ath7073@stacmail.net,Tau Ihu,"9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9AWAWW, 9FLT, WaWhanau, 9MAO81A, 9ICT81B, 9ART81C, 9DVC81D, 9DRA82A, 9MUS82B, 9CMT82C, 9FDT82D"
22080,Ryder,Ada,M,9,TISCLY,9NUI,ath7073@stacmail.net,Tau Ihu,"9NUIWW, 9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9NUIWW, FLT, WaWhanau, 9ICT81A, 9ART81B, 9DVC81C, 9MAO81D, 9MUS82A, 9CMT82B, 9FDT82C, 9DRA82D"
21273,Toby,Phoebe,M,10,WKJBSN,10OKO,ath7073@stacmail.net,Waka Katea,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10FDT81, 10CMT81, 10MAO82A, 10MAO82B, WaWhanau"
21271,Austin,Kiara,F,12,WKMSDOOV,,ath7073@stacmail.net,Waka Katea,"SNRMAO, HOS201, PED201, SNROED, SNRENG, HED201, WaWhanau"
22098,Freddie,Zoey,M,11,WKADSP,,ath7073@stacmail.net,Waka Katea,"GEO101, WOH101, HED101, MAT103, SCI102B, ENG103, WaWhanau"
16085,Michael,Kaia,M,13,WACRWL,0SLC2022,ath7073@stacmail.net,SLC,"SNRNUM, HOS301, SLCART, SLCWZ, SLCFDT, SLCICT82A, SLCDVC82B, SLCEnglish, SLCSCI, 9FORM, SLCMUSIC, SLCART, SLCPV, SLCPED, SLCDRAMA, SLCDVC82B, SNRNUM, EMP201, HOS301, WaWhanau"
22075,Spencer,Nevaeh,F,9,WKADSP,9UTA,ath7073@stacmail.net,Waka Katea,"9UTAWW, 9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9UTAWW, 9FLT, WaWhanau, 9ART81A, 9DVC81B, 9MAO81C, 9ICT81D, 9CMT82A, 9FDT82B, 9DRA82C, 9MUS82D"
18011,Zion,Leah,M,13,TICKGH,,ath7073@stacmail.net,Tau Ihu,"WOH301, STUDYL2MD, STA301, SNRPRF, GEO301, ENG301, WaWhanau"
21040,Jaxon,Summer,F,10,TIBKMA,10TEA,ath7073@stacmail.net,Tau Ihu,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10MUS81BM, 10DVC82A, 10ART82MS, WaWhanau"
20030,John,Eloise,M,11,WKMSDOOV,,ath7073@stacmail.net,Waka Katea,"OED101, PED101, PRF101, ENG102A, MAT101B, SCI101B, WaWhanau"
20054,Micah,Jasmine,F,11,TRDNML,,ath7073@stacmail.net,Tau Rapa,"OED101, PED101, PRF101, MAT103, SCI102B, ENG102B, WaWhanau"
22112,Otis,Maya,,10,WATLSI,10TEA,ath7073@stacmail.net,Waka Ama,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10ART82, WaWhanau"
20140,Gabriel,Paige,F,12,TICKGH,,ath7073@stacmail.net,Tau Ihu,"STA201, SNRPHO, ART201, BIO201, ENG201, MUS201, WaWhanau"
21002,Isaiah,Marley,M,10,WACRWL,10RAI,ath7073@stacmail.net,Waka Ama,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10MUS81BM, 10MED82A, 10ART82MS, WaWhanau"
22054,Miles,Cleo,F,9,TRDNML,9IMU,ath7073@stacmail.net,Tau Rapa,"9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9IMUWW, 9FLT, WaWhanau, 9DVC81A, 9MAO81B, 9ICT81C, 9ART81D, 9FDT82A, 9DRA82B, 9MUS82C, 9CMT82D"
21031,Zachary,Maisie,F,10,TRHTMC,10TEA,ath7073@stacmail.net,Tau Rapa,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10FDT81, 10DVC82A, 10ART82LY, WaWhanau"
22047,Leon,Pippa,F,9,WALUWZ,9AWA,ath7073@stacmail.net,Tau Ihu,"9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9AWAWW, 9FLT, WaWhanau, 9MAO81A, 9ICT81B, 9ART81C, 9DVC81D, 9DRA82A, 9MUS82B, 9CMT82C, 9FDT82D"
22080,Ezekiel,Rosie,M,9,TISCLY,9NUI,ath7073@stacmail.net,Tau Ihu,"9NUIWW, 9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9NUIWW, FLT, WaWhanau, 9ICT81A, 9ART81B, 9DVC81C, 9MAO81D, 9MUS82A, 9CMT82B, 9FDT82C, 9DRA82D"
21273,Tyler,Amara,M,10,WKJBSN,10OKO,ath7073@stacmail.net,Waka Katea,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10FDT81, 10CMT81, 10MAO82A, 10MAO82B, WaWhanau"
21271,Adam,Kora,F,12,WKMSDOOV,,ath7073@stacmail.net,Waka Katea,"SNRMAO, HOS201, PED201, SNROED, SNRENG, HED201, WaWhanau"
22098,Karen,David,M,11,WKADSP,,ath7073@stacmail.net,Waka Katea,"GEO101, WOH101, HED101, MAT103, SCI102B, ENG103, WaWhanau"
16085,Susan,Peter,M,13,WACRWL,0SLC2022,ath7073@stacmail.net,SLC,"SNRNUM, HOS301, SLCART, SLCWZ, SLCFDT, SLCICT82A, SLCDVC82B, SLCEnglish, SLCSCI, 9FORM, SLCMUSIC, SLCART, SLCPV, SLCPED, SLCDRAMA, SLCDVC82B, SNRNUM, EMP201, HOS301, WaWhanau"
22075,Christine,Michael,F,9,WKADSP,9UTA,ath7073@stacmail.net,Waka Katea,"9UTAWW, 9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9UTAWW, 9FLT, WaWhanau, 9ART81A, 9DVC81B, 9MAO81C, 9ICT81D, 9CMT82A, 9FDT82B, 9DRA82C, 9MUS82D"
18011,Jennifer,John,M,13,TICKGH,,ath7073@stacmail.net,Tau Ihu,"WOH301, STUDYL2MD, STA301, SNRPRF, GEO301, ENG301, WaWhanau"
21040,Margaret,Mark,F,10,TIBKMA,10TEA,ath7073@stacmail.net,Tau Ihu,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10MUS81BM, 10DVC82A, 10ART82MS, WaWhanau"
20030,Judith,Stephen,M,11,WKMSDOOV,,ath7073@stacmail.net,Waka Katea,"OED101, PED101, PRF101, ENG102A, MAT101B, SCI101B, WaWhanau"
20054,Linda,Paul,F,11,TRDNML,,ath7073@stacmail.net,Tau Rapa,"OED101, PED101, PRF101, MAT103, SCI102B, ENG102B, WaWhanau"
22112,Robyn,Robert,,10,WATLSI,10TEA,ath7073@stacmail.net,Waka Ama,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10ART82, WaWhanau"
20140,Elizabeth,Andrew,F,12,TICKGH,,ath7073@stacmail.net,Tau Ihu,"STA201, SNRPHO, ART201, BIO201, ENG201, MUS201, WaWhanau"
21002,Wendy,Christopher,M,10,WACRWL,10RAI,ath7073@stacmail.net,Waka Ama,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10MUS81BM, 10MED82A, 10ART82MS, WaWhanau"
22054,Patricia,Richard,F,9,TRDNML,9IMU,ath7073@stacmail.net,Tau Rapa,"9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9IMUWW, 9FLT, WaWhanau, 9DVC81A, 9MAO81B, 9ICT81C, 9ART81D, 9FDT82A, 9DRA82B, 9MUS82C, 9CMT82D"
21031,Sandra,Anthony,F,10,TRHTMC,10TEA,ath7073@stacmail.net,Tau Rapa,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10MUS81M, 10FDT81, 10DVC82A, 10ART82LY, WaWhanau"
22047,Mary,Kevin,F,9,WALUWZ,9AWA,ath7073@stacmail.net,Tau Ihu,"9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9AWAWW, 9FLT, WaWhanau, 9MAO81A, 9ICT81B, 9ART81C, 9DVC81D, 9DRA82A, 9MUS82B, 9CMT82C, 9FDT82D"
22080,Helen,Ian,M,9,TISCLY,9NUI,ath7073@stacmail.net,Tau Ihu,"9NUIWW, 9ENG, 9MAT, 9SCI, 9SOS, 9PED, 9HED, 9NUIWW, FLT, WaWhanau, 9ICT81A, 9ART81B, 9DVC81C, 9MAO81D, 9MUS82A, 9CMT82B, 9FDT82C, 9DRA82D"
21273,Deborah,Wayne,M,10,WKJBSN,10OKO,ath7073@stacmail.net,Waka Katea,"10ENG, 10MAT, 10SCI, 10SOS, 10PED, 10HED, 10FLT, 10FDT81, 10CMT81, 10MAO82A, 10MAO82B, WaWhanau"
21271,Anne,William,F,12,WKMSDOOV,,ath7073@stacmail.net,Waka Katea,"SNRMAO, HOS201, PED201, SNROED, SNRENG, HED201, WaWhanau"
22098,Barbara,Gregory,M,11,WKADSP,,ath7073@stacmail.net,Waka Katea,"GEO101, WOH101, HED101, MAT103, SCI102B, ENG103, WaWhanau"
